DisplayImage,corrAns,ishihara_pics.thisRepN,ishihara_pics.thisTrialN,ishihara_pics.thisN,ishihara_pics.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,demographics.started,demographics.stopped,demographic_form.index,demographic_form.itemText,demographic_form.type,demographic_form.font,demographic_form.markerColor,demographic_form.response,demographic_form.rt,education.started,education.stopped,edu_form.index,edu_form.itemText,edu_form.type,edu_form.font,edu_form.markerColor,edu_form.response,edu_form.rt,Ishihara.started,Ishihara.stopped,ishihara_number.text,no_text_blocks_self_paced.started,no_text_blocks_self_paced.stopped,text_blocks_self_paced.started,colour,target,nback_response,nback_RT,duration,text_nr,trial_nr,block_nr,block_name,block_kind,word,global_onset_time,question,button_pressed,chosen_ans,ans_correct,block_nr_exp,n-back_level,text_blocks_self_paced.stopped,text_blocks_paced.started,text_blocks_paced.stopped,no_text_blocks_paced.started,no_text_blocks_paced.stopped,pseudotext.started,pseudotext.stopped,curr_0back_target,RT_per_letter_baseline,participant,testing_mode,date,expName,psychopyVersion,expStart,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,699.7900009155273,text_02,68,1,Reading_Baseline_main_click,None,"lebten,",,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,1500,text_02,69,1,Reading_Baseline_main_click,None,während,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,633.0740451812744,text_02,70,1,Reading_Baseline_main_click,None,sich,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,1500,text_02,71,1,Reading_Baseline_main_click,None,Säugetiere,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,715.8610820770264,text_02,72,1,Reading_Baseline_main_click,None,auf,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,1500,text_02,73,1,Reading_Baseline_main_click,None,der,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,715.5678272247314,text_02,74,1,Reading_Baseline_main_click,None,Nordhalbkugel,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,1500,text_02,75,1,Reading_Baseline_main_click,None,ausbreiteten.,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,698.3201503753662,text_02,76,1,Reading_Baseline_main_click,None,Die,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,1500,text_02,77,1,Reading_Baseline_main_click,None,Forscher,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,81.66694641113281,text_02,78,1,Reading_Baseline_main_click,None,werden,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,1500,text_02,79,1,Reading_Baseline_main_click,None,in,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,1500,text_02,80,1,Reading_Baseline_main_click,None,Zukunft,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,815.8700466156006,text_02,81,1,Reading_Baseline_main_click,None,versuchen,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,1166.801929473877,text_02,82,1,Reading_Baseline_main_click,None,mehr,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,882.1909427642822,text_02,83,1,Reading_Baseline_main_click,None,über,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,1500,text_02,84,1,Reading_Baseline_main_click,None,die,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,699.0160942077637,text_02,85,1,Reading_Baseline_main_click,None,frühe,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,1500,text_02,86,1,Reading_Baseline_main_click,None,Tierwelt,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,1500,text_02,87,1,Reading_Baseline_main_click,None,auf,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,1500,text_02,88,1,Reading_Baseline_main_click,None,der,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,831.9787979125977,text_02,89,1,Reading_Baseline_main_click,None,Südhalbkugel,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,1500,text_02,90,1,Reading_Baseline_main_click,None,zu,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,548.6700534820557,text_02,91,1,Reading_Baseline_main_click,None,erfahren.,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text_02,,,Reading_Baseline_main_click,,,488.0226240158081,Q1,NA,NA,False,2,None,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text_02,,,Reading_Baseline_main_click,,,498.0673990249634,Q2,3,c,False,2,None,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text_02,,,Reading_Baseline_main_click,,,500.0314450263977,Q3,2,b,True,2,None,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.1038088798523,508.1038589477539,508.14411997795105,508.14413189888,508.15365982055664,508.15366983413696,508.1701879501343,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,508.186980009079,,,,,,,,,,,,,,,,,,,,,,,,,508.1705288887024,,,#2AB7EF,True,hit,1470.9160327911377,1500,,1,2,0back_single_training,0,,,,,,,,,,,,,,,,#2AB7EF,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,True,hit,1183.765172958374,1500,,2,2,0back_single_training,0,,,,,,,,,,,,,,,,#2AB7EF,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,false alarm,684.3879222869873,1500,,3,2,0back_single_training,0,,,,,,,,,,,,,,,,#2AB7EF,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1500,,4,2,0back_single_training,0,,,,,,,,,,,,,,,,#2AB7EF,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,817.4359798431396,,5,2,0back_single_training,0,,,,,,,,,,,,,,,,#2AB7EF,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,450.55198669433594,,6,2,0back_single_training,0,,,,,,,,,,,,,,,,#2AB7EF,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,850.8400917053223,,7,2,0back_single_training,0,,,,,,,,,,,,,,,,#2AB7EF,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,1500,,8,2,0back_single_training,0,,,,,,,,,,,,,,,,#2AB7EF,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,16.34693145751953,,9,2,0back_single_training,0,,,,,,,,,,,,,,,,#2AB7EF,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,533.4658622741699,,10,2,0back_single_training,0,,,,,,,,,,,,,,,,#2AB7EF,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,600.3220081329346,,11,2,0back_single_training,0,,,,,,,,,,,,,,,,#2AB7EF,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,550.7569313049316,,12,2,0back_single_training,0,,,,,,,,,,,,,,,,#2AB7EF,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,567.4550533294678,,13,2,0back_single_training,0,,,,,,,,,,,,,,,,#2AB7EF,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,834.6469402313232,,14,2,0back_single_training,0,,,,,,,,,,,,,,,,#2AB7EF,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,482.3329448699951,,15,2,0back_single_training,0,,,,,,,,,,,,,,,,#2AB7EF,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,534.0840816497803,,16,2,0back_single_training,0,,,,,,,,,,,,,,,,#2AB7EF,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,585.3269100189209,,17,2,0back_single_training,0,,,,,,,,,,,,,,,,#2AB7EF,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,True,hit,1335.0770473480225,1500,,18,2,0back_single_training,0,,,,,,,,,,,,,,,,#2AB7EF,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,True,hit,1485.9049320220947,1500,,19,2,0back_single_training,0,,,,,,,,,,,,,,,,#2AB7EF,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,True,hit,1184.8139762878418,1500,,20,2,0back_single_training,0,,,,,,,,,,,,,,,,#2AB7EF,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,564.8633959293365,564.8634078502655,#F989A2,False,correct rejection,None,1500,text_03,1,3,0back_dual_main_click,0,Orang-Utans,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,1500,text_03,2,3,0back_dual_main_click,0,bauen,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,hit,1418.044090270996,1500,text_03,3,3,0back_dual_main_click,0,sich,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,hit,1348.1390476226807,1500,text_03,4,3,0back_dual_main_click,0,jede,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1149.811029434204,text_03,5,3,0back_dual_main_click,0,Nacht,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,1149.8041152954102,text_03,6,3,0back_dual_main_click,0,gemütliche,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,1282.9720973968506,text_03,7,3,0back_dual_main_click,0,Schlafnester,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,1365.1340007781982,text_03,8,3,0back_dual_main_click,0,hoch,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,1151.4079570770264,text_03,9,3,0back_dual_main_click,0,in,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1500,text_03,10,3,0back_dual_main_click,0,den,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,80.03997802734375,text_03,11,3,0back_dual_main_click,0,Bäumen.,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,1500,text_03,12,3,0back_dual_main_click,0,Diese,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,1500,text_03,13,3,0back_dual_main_click,0,Nester,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1500,text_03,14,3,0back_dual_main_click,0,bestehen,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,miss,None,1500,text_03,15,3,0back_dual_main_click,0,aus,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1500,text_03,16,3,0back_dual_main_click,0,Ästen,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1500,text_03,17,3,0back_dual_main_click,0,und,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,1500,text_03,18,3,0back_dual_main_click,0,Blättern,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,1500,text_03,19,3,0back_dual_main_click,0,und,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,81.82096481323242,text_03,20,3,0back_dual_main_click,0,bieten,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,hit,1350.4259586334229,1500,text_03,21,3,0back_dual_main_click,0,den,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,815.1190280914307,text_03,22,3,0back_dual_main_click,0,Affen,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,1233.0470085144043,text_03,23,3,0back_dual_main_click,0,Komfort,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,1500,text_03,24,3,0back_dual_main_click,0,und,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,miss,None,130.84912300109863,text_03,25,3,0back_dual_main_click,0,Schutz.,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,1500,text_03,26,3,0back_dual_main_click,0,Forscher,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,hit,1167.2730445861816,1500,text_03,27,3,0back_dual_main_click,0,haben,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1316.3120746612549,text_03,28,3,0back_dual_main_click,0,"entdeckt,",,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,649.2710113525391,text_03,29,3,0back_dual_main_click,0,dass,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,1066.519021987915,text_03,30,3,0back_dual_main_click,0,Orang-Utans,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,1066.7738914489746,text_03,31,3,0back_dual_main_click,0,sehr,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,1182.7092170715332,text_03,32,3,0back_dual_main_click,0,geschickt,,,,,,,,,,,,,,,#88BA3F,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
